width,height,crop,class,fname,img_path,x1,y1,x2,y2,id,integer_label
640,640,Pepper,Pepper Leaf Mosaic,bc3e7353-aff5-481f-a1f7-ed013749ea55.jpg,dataset/validate\bc3e7353-aff5-481f-a1f7-ed013749ea55.jpg,211.72769,391.7302,347.0423,447.55338,10,10
640,640,Corn,Corn Common Rust,fe290795-e0b8-451b-bd1d-6ec0e95bab01.jpg,dataset/validate\fe290795-e0b8-451b-bd1d-6ec0e95bab01.jpg,303.90076,80.84227,486.0648,300.38284,11,2
640,640,Tomato,Tomato Septoria,9323d6d7-f3bc-4daa-b809-2666b3363817.jpg,dataset/validate\9323d6d7-f3bc-4daa-b809-2666b3363817.jpg,35.72871,138.68268,52.20369,159.3794,12,19
640,640,Tomato,Tomato Early Blight,5f295586-a320-4f66-a403-99430db8446f.jpg,dataset/validate\5f295586-a320-4f66-a403-99430db8446f.jpg,386.02625,356.11252,409.4364,411.72806,13,17
640,640,Tomato,Tomato Healthy,35b41f48-06fc-433b-a6e1-4c35e2bcf99a.jpg,dataset/validate\35b41f48-06fc-433b-a6e1-4c35e2bcf99a.jpg,275.4226,583.3817,431.6942,640.0,14,22
640,640,Tomato,Tomato Healthy,e14d03f1-6c25-4432-9ac2-5afa08a35234.jpg,dataset/validate\e14d03f1-6c25-4432-9ac2-5afa08a35234.jpg,285.04132,225.80661,430.66492,303.94537,15,22
640,640,Corn,Corn Streak,1aaa29ad-9e69-42f9-8fbe-988e6120e1b7.jpg,dataset/validate\1aaa29ad-9e69-42f9-8fbe-988e6120e1b7.jpg,441.8515,431.47266,520.7227,460.10187,16,4
640,640,Corn,Corn Common Rust,fa90a606-413e-43bc-8c2f-4f8a6dbc97dc.jpg,dataset/validate\fa90a606-413e-43bc-8c2f-4f8a6dbc97dc.jpg,215.24466,198.4533,281.847,332.72586,17,2
640,640,Tomato,Tomato Late Blight,fe2f201c-4f6b-4d4d-adba-f501182f703a.jpg,dataset/validate\fe2f201c-4f6b-4d4d-adba-f501182f703a.jpg,532.5103,291.36646,550.03455,318.77847,18,16
640,640,Pepper,Pepper Leaf Mosaic,91d6e164-0853-48f8-a126-3a160b479fd8.jpg,dataset/validate\91d6e164-0853-48f8-a126-3a160b479fd8.jpg,279.94034,578.3919,301.8395,611.61633,19,10
640,640,Corn,Corn Streak,89b7633a-41e9-405a-9389-ceb435db8330.jpg,dataset/validate\89b7633a-41e9-405a-9389-ceb435db8330.jpg,540.19867,250.33762,640.0,307.70374,20,4
640,640,Corn,Corn Common Rust,11763574-5e5e-41d1-81b4-e370b8df4394.jpg,dataset/validate\11763574-5e5e-41d1-81b4-e370b8df4394.jpg,451.1002,287.77713,549.4729,387.7625,21,2
640,640,Tomato,Tomato Leaf Curl,d6e977ee-f45f-4c39-aca1-45fc528ed37d.jpg,dataset/validate\d6e977ee-f45f-4c39-aca1-45fc528ed37d.jpg,427.02667,424.8773,582.902,592.5,22,21
640,640,Corn,Corn Cercospora Leaf Spot,90bf9f67-ff07-4950-a366-40697d43953e.jpg,dataset/validate\90bf9f67-ff07-4950-a366-40697d43953e.jpg,563.07477,451.16458,577.8337,482.96585,23,1
640,640,Tomato,Tomato Septoria,9dbd5b4e-fca3-42c3-bc96-e6c6786adcc2.jpg,dataset/validate\9dbd5b4e-fca3-42c3-bc96-e6c6786adcc2.jpg,427.83432,518.988,438.56308,567.73047,24,19
640,640,Pepper,Pepper Fusarium,aac5671f-085b-4bd3-8068-6d7946165bbe.jpg,dataset/validate\aac5671f-085b-4bd3-8068-6d7946165bbe.jpg,340.73483,254.24652,422.85742,470.22632,25,12
640,640,Corn,Corn Cercospora Leaf Spot,07708caa-f9da-4012-843c-cf392d78f851.jpg,dataset/validate\07708caa-f9da-4012-843c-cf392d78f851.jpg,344.02267,427.03937,358.52692,453.24408,26,1
640,640,Tomato,Tomato Early Blight,ddddd42d-e21e-4820-83d0-c6f94c246792.jpg,dataset/validate\ddddd42d-e21e-4820-83d0-c6f94c246792.jpg,179.53357,330.52698,236.6413,391.0656,27,17
640,640,Corn,Corn Healthy,c3b1aae6-addd-44d6-823a-f15311d166dd.jpg,dataset/validate\c3b1aae6-addd-44d6-823a-f15311d166dd.jpg,230.6823,25.957123,285.81668,113.18529,28,3
640,640,Tomato,Tomato Early Blight,15608a33-7279-4faf-ae5d-d357d1111f8e.jpg,dataset/validate\15608a33-7279-4faf-ae5d-d357d1111f8e.jpg,364.38763,324.38815,376.84595,340.59424,29,17
640,640,Tomato,Tomato Septoria,19f8381a-25ed-4ff6-9b2e-17bab9bc103f.jpg,dataset/validate\19f8381a-25ed-4ff6-9b2e-17bab9bc103f.jpg,286.38806,284.32864,303.8223,325.7114,30,19
640,640,Tomato,Tomato Septoria,bde19e79-1357-41dd-8f90-63647bbfd271.jpg,dataset/validate\bde19e79-1357-41dd-8f90-63647bbfd271.jpg,297.3354,403.11475,314.6993,422.3683,31,19
640,640,Tomato,Tomato Healthy,fe47e229-0347-4bd8-8f3e-ae15ccc2ddac.jpg,dataset/validate\fe47e229-0347-4bd8-8f3e-ae15ccc2ddac.jpg,241.23926,322.57904,282.7088,438.2787,32,22
640,640,Corn,Corn Cercospora Leaf Spot,7e699e3b-c931-424f-b890-66740c572f0e.jpg,dataset/validate\7e699e3b-c931-424f-b890-66740c572f0e.jpg,359.03516,447.39667,437.54654,576.76874,33,1
640,640,Corn,Corn Streak,86cfd140-1796-4ca2-86e8-1f219cace488.jpg,dataset/validate\86cfd140-1796-4ca2-86e8-1f219cace488.jpg,2.0786026,59.89232,129.29257,204.82538,34,4
640,640,Tomato,Tomato Septoria,9ba21077-5ea0-4c51-9a00-f2f3f10733f8.jpg,dataset/validate\9ba21077-5ea0-4c51-9a00-f2f3f10733f8.jpg,284.21643,242.39462,343.71375,270.53864,35,19
640,640,Tomato,Tomato Fusarium,6e436dcb-6342-445b-addc-53056e91998c.jpg,dataset/validate\6e436dcb-6342-445b-addc-53056e91998c.jpg,148.45981,192.4449,200.84335,239.9449,36,20
640,640,Tomato,Tomato Bacterial Spot,82b8b3d1-0325-42b6-a411-2a44a8b3d847.jpg,dataset/validate\82b8b3d1-0325-42b6-a411-2a44a8b3d847.jpg,323.03473,324.27698,332.88837,346.089,37,18
640,640,Pepper,Pepper Bacterial Spot,74070c00-736c-4d2e-ac88-f5ba7a3943cd.jpg,dataset/validate\74070c00-736c-4d2e-ac88-f5ba7a3943cd.jpg,260.7851,310.7697,273.5219,322.6217,38,9
640,640,Pepper,Pepper Leaf Curl,d190d169-5ea2-44a0-aa5a-a21206ac76c0.jpg,dataset/validate\d190d169-5ea2-44a0-aa5a-a21206ac76c0.jpg,309.1705,276.0481,352.7231,355.00858,39,6
640,640,Corn,Corn Cercospora Leaf Spot,89ee0e07-f5ed-48bb-a3f2-acf9f7260350.jpg,dataset/validate\89ee0e07-f5ed-48bb-a3f2-acf9f7260350.jpg,427.1139,2.9658387,484.8078,70.54347,40,1
640,640,Tomato,Tomato Bacterial Spot,6474924f-efee-4c44-8b10-cfc6131df40a.jpg,dataset/validate\6474924f-efee-4c44-8b10-cfc6131df40a.jpg,150.36655,46.165104,164.07376,62.201405,41,18
640,640,Corn,Corn Cercospora Leaf Spot,d674e2f0-3b87-4760-a852-b4797e8bd537.jpg,dataset/validate\d674e2f0-3b87-4760-a852-b4797e8bd537.jpg,420.59695,399.87576,426.8185,408.55847,42,1
640,640,Tomato,Tomato Late Blight,c4ad4961-ad29-4d85-9946-e37c35d06841.jpg,dataset/validate\c4ad4961-ad29-4d85-9946-e37c35d06841.jpg,331.74057,282.43268,355.09216,313.1206,43,16
640,640,Corn,Corn Streak,c5dc3a3d-9f83-45d8-9072-e2429fb0e0bf.jpg,dataset/validate\c5dc3a3d-9f83-45d8-9072-e2429fb0e0bf.jpg,568.99786,306.58905,640.0,470.8382,44,4
640,640,Corn,Corn Healthy,5e75718e-051c-408a-b1eb-453dbedb4b9d.jpg,dataset/validate\5e75718e-051c-408a-b1eb-453dbedb4b9d.jpg,10.144728,573.8285,106.74018,640.0,45,3
640,640,Corn,Corn Healthy,23d3e9fa-bed4-4829-a450-de7c683f49e9.jpg,dataset/validate\23d3e9fa-bed4-4829-a450-de7c683f49e9.jpg,414.6106,171.01073,516.49896,516.00305,46,3
640,640,Tomato,Tomato Septoria,75fc90a6-633c-44ad-aa31-2b449ab74358.jpg,dataset/validate\75fc90a6-633c-44ad-aa31-2b449ab74358.jpg,496.81107,376.54272,510.03903,395.846,47,19
640,640,Tomato,Tomato Late Blight,8ec11520-9136-4a15-9aa2-1bfefd3187c8.jpg,dataset/validate\8ec11520-9136-4a15-9aa2-1bfefd3187c8.jpg,266.065,325.39578,293.67957,346.3051,48,16
640,640,Tomato,Tomato Early Blight,a6d1cc60-7dc0-4a70-8c36-2481a4a723e6.jpg,dataset/validate\a6d1cc60-7dc0-4a70-8c36-2481a4a723e6.jpg,207.24641,301.14978,220.7006,326.0571,49,17
640,640,Tomato,Tomato Healthy,25f45656-d1c9-4bd1-ae26-be7090281d00.jpg,dataset/validate\25f45656-d1c9-4bd1-ae26-be7090281d00.jpg,530.888,349.04272,604.315,493.23184,50,22
640,640,Tomato,Tomato Septoria,a80628c2-e95f-4a51-b7ca-ddcd717fd6d6.jpg,dataset/validate\a80628c2-e95f-4a51-b7ca-ddcd717fd6d6.jpg,211.34076,68.04157,227.09796,100.07904,51,19
640,640,Corn,Corn Cercospora Leaf Spot,70df7d1c-ef8f-43a6-aed7-5323c5ec021f.jpg,dataset/validate\70df7d1c-ef8f-43a6-aed7-5323c5ec021f.jpg,29.295773,407.13617,45.521126,436.18152,52,1
640,640,Corn,Corn Cercospora Leaf Spot,fce0cff7-0cbd-4244-ad8b-1c7b15e5dac8.jpg,dataset/validate\fce0cff7-0cbd-4244-ad8b-1c7b15e5dac8.jpg,428.3286,420.99213,443.2861,455.25986,53,1
640,640,Pepper,Pepper Bacterial Spot,b392c5b7-5bd5-45d7-84ea-6b854daf6b9c.jpg,dataset/validate\b392c5b7-5bd5-45d7-84ea-6b854daf6b9c.jpg,323.26096,359.0888,338.35086,378.5987,54,9
640,640,Tomato,Tomato Healthy,9dd2bbad-10dc-4b15-88db-463ace0c2266.jpg,dataset/validate\9dd2bbad-10dc-4b15-88db-463ace0c2266.jpg,556.80316,485.01752,590.75134,577.5526,55,22
640,640,Tomato,Tomato Septoria,3f97d30a-ec78-4935-a4f0-5cafd392f096.jpg,dataset/validate\3f97d30a-ec78-4935-a4f0-5cafd392f096.jpg,256.982,243.94028,271.0667,259.8273,56,19
640,640,Pepper,Pepper Bacterial Spot,17afa46b-38a5-4aa5-b3c3-c40e0396b96d.jpg,dataset/validate\17afa46b-38a5-4aa5-b3c3-c40e0396b96d.jpg,439.43204,231.42763,450.0373,246.81908,57,9
640,640,Corn,Corn Cercospora Leaf Spot,19a736b7-674f-4f42-afaa-0d0953d6598f.jpg,dataset/validate\19a736b7-674f-4f42-afaa-0d0953d6598f.jpg,556.8134,103.33852,575.5975,136.13354,58,1
640,640,Corn,Corn Streak,b9cddc54-966e-4d45-9d34-62c7cd660e5e.jpg,dataset/validate\b9cddc54-966e-4d45-9d34-62c7cd660e5e.jpg,264.9496,539.75555,311.2801,631.6065,59,4
640,640,Corn,Corn Cercospora Leaf Spot,0cf48ace-b7ce-421e-8787-63dff42c1602.jpg,dataset/validate\0cf48ace-b7ce-421e-8787-63dff42c1602.jpg,484.74158,486.6003,501.5024,516.00305,60,1
640,640,Tomato,Tomato Healthy,706398f2-6bcb-4b37-9bc8-6183e599ae7b.jpg,dataset/validate\706398f2-6bcb-4b37-9bc8-6183e599ae7b.jpg,484.57654,260.38873,526.58704,325.76727,61,22
640,640,Pepper,Pepper Bacterial Spot,603ce8ae-4fe8-4eba-8322-774b7733f221.jpg,dataset/validate\603ce8ae-4fe8-4eba-8322-774b7733f221.jpg,247.1206,615.8158,260.36185,635.2928,62,9
640,640,Corn,Corn Cercospora Leaf Spot,132d51e1-fea2-489d-a7d0-0e7acdf4790e.jpg,dataset/validate\132d51e1-fea2-489d-a7d0-0e7acdf4790e.jpg,281.92633,278.8819,296.88385,307.10236,63,1
640,640,Tomato,Tomato Healthy,4a230c98-8050-440c-8f41-5ea0a757f00b.jpg,dataset/validate\4a230c98-8050-440c-8f41-5ea0a757f00b.jpg,79.80841,215.97694,145.47896,274.57166,64,22
640,640,Tomato,Tomato Septoria,fa018b09-55ef-4183-b165-e903a2cbae44.jpg,dataset/validate\fa018b09-55ef-4183-b165-e903a2cbae44.jpg,234.44029,166.61884,248.48112,181.56908,65,19
640,640,Tomato,Tomato Healthy,3d8f2803-3e41-4f84-94c1-df520c38d0ff.jpg,dataset/validate\3d8f2803-3e41-4f84-94c1-df520c38d0ff.jpg,353.98007,495.4359,413.94254,557.33466,66,22
640,640,Pepper,Pepper Bacterial Spot,bee12c48-9dfb-4266-94be-410698a746f7.jpg,dataset/validate\bee12c48-9dfb-4266-94be-410698a746f7.jpg,259.2741,349.41522,290.89694,380.33917,67,9
640,640,Tomato,Tomato Late Blight,a5123830-cde2-4b06-94ab-7c75e7d5677b.jpg,dataset/validate\a5123830-cde2-4b06-94ab-7c75e7d5677b.jpg,359.14838,83.96663,388.3209,113.65632,68,16
640,640,Corn,Corn Cercospora Leaf Spot,8e39f6d0-ec16-40bc-9460-f152e9126c23.jpg,dataset/validate\8e39f6d0-ec16-40bc-9460-f152e9126c23.jpg,418.65933,137.07086,437.84705,171.33858,69,1
640,640,Tomato,Tomato Healthy,a5daf3c4-95d5-4755-a292-096281f3799b.jpg,dataset/validate\a5daf3c4-95d5-4755-a292-096281f3799b.jpg,252.5695,147.23947,359.3971,199.03307,70,22
640,640,Corn,Corn Common Rust,c8639493-9614-46f3-ac75-031810afc231.jpg,dataset/validate\c8639493-9614-46f3-ac75-031810afc231.jpg,170.25499,467.97858,233.76982,546.3859,71,2
640,640,Tomato,Tomato Early Blight,439aed94-d7f3-4624-86e9-58c0afa46bcf.jpg,dataset/validate\439aed94-d7f3-4624-86e9-58c0afa46bcf.jpg,386.97034,208.9955,400.26483,225.59369,72,17
640,640,Tomato,Tomato Septoria,ca226424-4057-41d3-9611-9c4cf559cec7.jpg,dataset/validate\ca226424-4057-41d3-9611-9c4cf559cec7.jpg,117.13561,322.8407,165.51277,362.37976,73,19
640,640,Corn,Corn Cercospora Leaf Spot,ae7b22fd-0bb8-4317-8b10-9d27e387ef66.jpg,dataset/validate\ae7b22fd-0bb8-4317-8b10-9d27e387ef66.jpg,436.9098,539.09076,450.14206,581.2347,74,1
640,640,Corn,Corn Cercospora Leaf Spot,801d9cb1-08ed-4aae-ba78-dd3a954e63c4.jpg,dataset/validate\801d9cb1-08ed-4aae-ba78-dd3a954e63c4.jpg,259.39905,201.7236,273.26346,226.56833,75,1
640,640,Tomato,Tomato Early Blight,e45caa40-ee9c-4492-b410-a2f7d6cf8655.jpg,dataset/validate\e45caa40-ee9c-4492-b410-a2f7d6cf8655.jpg,272.36664,256.51053,302.8043,292.63025,76,17
640,640,Tomato,Tomato Healthy,1a73e6d5-f469-46cb-835b-86bf327bbe8c.jpg,dataset/validate\1a73e6d5-f469-46cb-835b-86bf327bbe8c.jpg,274.367,292.3347,332.39856,451.8662,77,22
640,640,Tomato,Tomato Healthy,eae85f95-5c4a-4859-9969-f0c5e62d53b9.jpg,dataset/validate\eae85f95-5c4a-4859-9969-f0c5e62d53b9.jpg,369.5122,316.49643,415.44714,372.79724,78,22
640,640,Pepper,Pepper Bacterial Spot,a00980e3-69d1-4407-8776-df0f7a3601a0.jpg,dataset/validate\a00980e3-69d1-4407-8776-df0f7a3601a0.jpg,137.48465,405.4572,150.94298,436.6941,79,9
640,640,Tomato,Tomato Healthy,dff6837a-3d83-46c1-926e-e8edabedcf26.jpg,dataset/validate\dff6837a-3d83-46c1-926e-e8edabedcf26.jpg,224.27873,318.99048,267.00412,389.78455,80,22
640,640,Tomato,Tomato Healthy,bf063c06-4ede-495a-a3ca-e6166eadde56.jpg,dataset/validate\bf063c06-4ede-495a-a3ca-e6166eadde56.jpg,388.71,86.56323,429.15692,183.57144,81,22
640,640,Tomato,Tomato Healthy,0e69adbd-0751-4f17-bb48-6063e1560650.jpg,dataset/validate\0e69adbd-0751-4f17-bb48-6063e1560650.jpg,319.13544,146.10948,364.67212,192.6815,82,22
640,640,Corn,Corn Cercospora Leaf Spot,2b433926-1170-42ed-96be-d7c7f258d85d.jpg,dataset/validate\2b433926-1170-42ed-96be-d7c7f258d85d.jpg,170.25499,256.27872,180.84079,274.90045,83,1
640,640,Tomato,Tomato Leaf Curl,64b18351-e9ab-4c7c-a2ce-0dcd89e40486.jpg,dataset/validate\64b18351-e9ab-4c7c-a2ce-0dcd89e40486.jpg,384.10596,310.46344,412.5056,354.32614,84,21
640,640,Corn,Corn Streak,d9d190d0-4dbc-45fa-9f6e-ca3b33d3a325.jpg,dataset/validate\d9d190d0-4dbc-45fa-9f6e-ca3b33d3a325.jpg,245.92842,326.18518,285.65005,386.7168,85,4
640,640,Pepper,Pepper Leaf Mosaic,12279549-3dc3-4280-82d7-f2c369765c70.jpg,dataset/validate\12279549-3dc3-4280-82d7-f2c369765c70.jpg,131.83333,148.87212,156.78806,213.02963,86,10
640,640,Corn,Corn Cercospora Leaf Spot,6f9c060d-2de2-4d91-a818-e9cbddeef4fd.jpg,dataset/validate\6f9c060d-2de2-4d91-a818-e9cbddeef4fd.jpg,331.24744,354.2879,347.5672,381.7305,87,1
640,640,Pepper,Pepper Leaf Mosaic,3b7b36e2-925a-4300-b365-e22df46cee2f.jpg,dataset/validate\3b7b36e2-925a-4300-b365-e22df46cee2f.jpg,358.06177,153.14215,410.84363,227.05269,88,10
640,640,Tomato,Tomato Septoria,dfb567ec-60f0-4ac0-b15a-486eeaba5887.jpg,dataset/validate\dfb567ec-60f0-4ac0-b15a-486eeaba5887.jpg,518.14557,520.719,544.69324,565.41815,89,19
640,640,Tomato,Tomato Healthy,c5c459b6-19a2-4782-985d-202c4435c40a.jpg,dataset/validate\c5c459b6-19a2-4782-985d-202c4435c40a.jpg,0.85649884,143.43687,38.95755,210.4058,90,22
640,640,Corn,Corn Cercospora Leaf Spot,5326ca8b-a81a-415f-8e03-ac32ba934a33.jpg,dataset/validate\5326ca8b-a81a-415f-8e03-ac32ba934a33.jpg,368.73883,112.2052,374.47278,126.906586,91,1
640,640,Tomato,Tomato Late Blight,2687e8df-d1ec-478d-8430-b651d0dee2d8.jpg,dataset/validate\2687e8df-d1ec-478d-8430-b651d0dee2d8.jpg,502.80368,178.20132,545.85925,244.15631,92,16
640,640,Tomato,Tomato Septoria,96061cfc-a447-48f9-a430-467bcbe8eb41.jpg,dataset/validate\96061cfc-a447-48f9-a430-467bcbe8eb41.jpg,228.44102,268.51703,272.25583,361.12225,93,19
640,640,Tomato,Tomato Septoria,0e0b1970-5fd3-4e0b-b2d8-c971b2f7c1e4.jpg,dataset/validate\0e0b1970-5fd3-4e0b-b2d8-c971b2f7c1e4.jpg,295.12775,291.86374,314.0214,329.1433,94,19
640,640,Tomato,Tomato Septoria,f1e33de1-b5c1-4384-aafe-565d4c20928b.jpg,dataset/validate\f1e33de1-b5c1-4384-aafe-565d4c20928b.jpg,422.25217,475.8548,432.29312,498.36066,95,19
640,640,Corn,Corn Cercospora Leaf Spot,2fb522ed-4b7e-4567-93bc-66541ffb667f.jpg,dataset/validate\2fb522ed-4b7e-4567-93bc-66541ffb667f.jpg,469.65945,377.06787,484.78113,390.89508,96,1
640,640,Tomato,Tomato Septoria,043ad4da-fa18-4523-88a0-82f7c249c586.jpg,dataset/validate\043ad4da-fa18-4523-88a0-82f7c249c586.jpg,419.08716,105.32565,442.5075,145.11023,97,19
640,640,Tomato,Tomato Septoria,d4bf72dc-5b47-4395-8436-16e4c622ae4f.jpg,dataset/validate\d4bf72dc-5b47-4395-8436-16e4c622ae4f.jpg,558.41473,287.88828,566.92896,303.97046,98,19
640,640,Pepper,Pepper Septoria,2f564c1e-763b-4de8-932f-3dc93c090d8c.jpg,dataset/validate\2f564c1e-763b-4de8-932f-3dc93c090d8c.jpg,499.99814,150.90431,537.793,195.92685,99,13
640,640,Tomato,Tomato Mosaic,b298a181-6d60-4864-bfe6-ce57d0dcf6a5.jpg,dataset/validate\b298a181-6d60-4864-bfe6-ce57d0dcf6a5.jpg,464.98633,221.58958,524.06323,324.3589,100,23
640,640,Corn,Corn Cercospora Leaf Spot,b6dda573-2512-41ff-a4af-b55e94ee7507.jpg,dataset/validate\b6dda573-2512-41ff-a4af-b55e94ee7507.jpg,290.22742,238.63707,301.69537,265.09955,101,1
640,640,Tomato,Tomato Healthy,32242134-9481-49cf-9133-614ad29516cf.jpg,dataset/validate\32242134-9481-49cf-9133-614ad29516cf.jpg,87.06987,491.0421,176.93651,640.0,102,22
640,640,Tomato,Tomato Septoria,02d390d0-cbfc-4807-936d-dafabb219df6.jpg,dataset/validate\02d390d0-cbfc-4807-936d-dafabb219df6.jpg,229.52481,604.3662,239.56049,616.007,103,19
640,640,Pepper,Pepper Septoria,3990dbc3-33ee-4dca-a870-085792bb5734.jpg,dataset/validate\3990dbc3-33ee-4dca-a870-085792bb5734.jpg,282.7933,270.0052,326.01276,303.09784,104,13
640,640,Pepper,Pepper Leaf Curl,3ffc1fa0-e23b-413c-8f4f-f304bf06c041.jpg,dataset/validate\3ffc1fa0-e23b-413c-8f4f-f304bf06c041.jpg,550.5571,264.16666,640.0,355.72687,105,6
640,640,Tomato,Tomato Septoria,ff60c85a-3b66-49e4-95de-f1459a26c646.jpg,dataset/validate\ff60c85a-3b66-49e4-95de-f1459a26c646.jpg,296.53726,270.03107,320.50723,299.06833,106,19
640,640,Pepper,Pepper Bacterial Spot,a0d3bfc7-e53b-43d0-b54e-32e52a438271.jpg,dataset/validate\a0d3bfc7-e53b-43d0-b54e-32e52a438271.jpg,216.36761,355.813,225.27478,370.46616,107,9
640,640,Corn,Corn Healthy,d2d6637a-be29-40b2-8c72-dcd10b9a4e32.jpg,dataset/validate\d2d6637a-be29-40b2-8c72-dcd10b9a4e32.jpg,471.06824,151.40887,596.33356,347.42725,108,3
640,640,Corn,Corn Common Rust,b053284c-e05f-4d71-ae80-9c4388c6c916.jpg,dataset/validate\b053284c-e05f-4d71-ae80-9c4388c6c916.jpg,108.94555,173.95099,285.81668,618.9127,109,2
640,640,Tomato,Tomato Septoria,79a101dd-4c34-4f2b-bbc4-040841bede1c.jpg,dataset/validate\79a101dd-4c34-4f2b-bbc4-040841bede1c.jpg,361.75153,426.26758,397.26074,458.6885,110,19
640,640,Corn,Corn Healthy,6fb35e92-ff7d-401a-bf69-41d4c51de805.jpg,dataset/validate\6fb35e92-ff7d-401a-bf69-41d4c51de805.jpg,292.8739,477.77948,452.98416,589.50995,111,3
640,640,Tomato,Tomato Bacterial Spot,2d230e62-dc3b-4493-82b4-ad46148f18ee.jpg,dataset/validate\2d230e62-dc3b-4493-82b4-ad46148f18ee.jpg,148.85245,196.75351,157.45317,217.46194,112,18
640,640,Tomato,Tomato Early Blight,1378ecae-3acc-4009-b63b-eb7da2f08de8.jpg,dataset/validate\1378ecae-3acc-4009-b63b-eb7da2f08de8.jpg,200.40572,282.73547,237.56949,445.25803,113,17
640,640,Corn,Corn Streak,3d9668d4-4ac9-48eb-a2b7-2230388a064d.jpg,dataset/validate\3d9668d4-4ac9-48eb-a2b7-2230388a064d.jpg,375.35153,272.14493,471.4847,416.37372,114,4
640,640,Corn,Corn Common Rust,31f27653-5e0c-4eb7-89dc-9b34249d16a6.jpg,dataset/validate\31f27653-5e0c-4eb7-89dc-9b34249d16a6.jpg,570.3101,238.63707,633.3839,368.0092,115,2
640,640,Tomato,Tomato Healthy,a809c4e5-7c0d-41b6-8ed7-08c47e1951c2.jpg,dataset/validate\a809c4e5-7c0d-41b6-8ed7-08c47e1951c2.jpg,2.3065364,336.06964,41.51953,410.82916,116,22
640,640,Corn,Corn Streak,bf7c2932-5e19-4529-86c9-4dc6aaebd81d.jpg,dataset/validate\bf7c2932-5e19-4529-86c9-4dc6aaebd81d.jpg,265.61572,38.713623,331.89517,115.82946,117,4
640,640,Tomato,Tomato Late Blight,0b748b3a-863b-43b8-abea-639784ee7b56.jpg,dataset/validate\0b748b3a-863b-43b8-abea-639784ee7b56.jpg,424.84418,341.98767,459.7366,374.68677,118,16
640,640,Tomato,Tomato Early Blight,7be233ae-3fb7-4ebb-ae8c-e20ea6b7e94a.jpg,dataset/validate\7be233ae-3fb7-4ebb-ae8c-e20ea6b7e94a.jpg,355.33817,428.21393,362.2241,444.5787,119,17
640,640,Corn,Corn Cercospora Leaf Spot,1ae801f2-8008-4222-bdf7-a8d59ea5d081.jpg,dataset/validate\1ae801f2-8008-4222-bdf7-a8d59ea5d081.jpg,527.74286,460.10867,541.16003,486.94098,120,1
640,640,Pepper,Pepper Healthy,bd43627e-1d1c-4ff3-8469-9b403e32db72.jpg,dataset/validate\bd43627e-1d1c-4ff3-8469-9b403e32db72.jpg,434.79233,362.30298,516.6633,434.75772,121,11
640,640,Tomato,Tomato Healthy,16c0bea5-e318-497c-949c-c7cc571ff3ba.jpg,dataset/validate\16c0bea5-e318-497c-949c-c7cc571ff3ba.jpg,536.5597,467.10922,566.23535,539.93274,122,22
