image_path,crop_label,crop_id,split
data/main/train/images/id_6xt55f_jpg.rf.5da5acc1262148e878d62347c7e49104.jpg,Tomato,2,train
data/main/train/images/id_6xugpr_jpg.rf.ef40d0268d3a4c7f9515af5bb1f40661.jpg,Corn,0,train
data/main/train/images/id_6ycg72_jpg.rf.1787718c8835374098adca03922bd5f0.jpg,Corn,0,train
data/main/train/images/id_75xlpd_jpg.rf.8ceb2b44364ae56d527fd10fff500d40.jpg,Pepper,1,train
data/main/train/images/id_772l8v_jpg.rf.629db714333e97fff474e3666fa608c5.jpg,Pepper,1,train
data/main/train/images/id_79aifj_jpg.rf.92f434922fa9dbad36c53713002a6536.jpg,Pepper,1,train
data/main/train/images/id_7ac8ic_jpg.rf.fe04d471536e22fe73da12b9785ff273.jpg,Corn,0,train
data/main/train/images/id_7b3kop_jpg.rf.a71ac532951d3a24711e06ade54511a1.jpg,Corn,0,train
data/main/train/images/id_7biw2w_jpg.rf.1b890cc8dc5706374e07a70aa35120fa.jpg,Pepper,1,train
data/main/train/images/id_7cpa6f_jpg.rf.545185aa77ca8b85b8cf236904cc0a85.jpg,Corn,0,train
data/main/train/images/id_7d73j5_jpg.rf.7de5938bd9709eb243a11b5c6bbb0a89.jpg,Pepper,1,train
data/main/train/images/id_7dwqo7_jpg.rf.9d50fb9c2808e26d4eaa5dfeff6f0f0e.jpg,Corn,0,train
data/main/train/images/id_7he2xf_jpg.rf.1c3a8270d156d0703bdfa23e2df32e7d.jpg,Pepper,1,train
data/main/train/images/id_7hpl1o_jpg.rf.35c58be819230be703d13ed3474eed98.jpg,Corn,0,train
data/main/train/images/id_7jyeti_jpg.rf.5392f7e347180329b59371f9458853e8.jpg,Pepper,1,train
data/main/train/images/id_7kvxkx_jpg.rf.8a29873f4c713639bb655a39e7ac939f.jpg,Pepper,1,train
data/main/train/images/id_7lx97o_jpg.rf.73a7bf8810743a23a68bf61556eb84c6.jpg,Tomato,2,train
data/main/train/images/id_7oxpjj_jpg.rf.fa498e9d88058bd633cb7336ec255ceb.jpg,Corn,0,train
data/main/train/images/id_7q8zpo_jpg.rf.8bac5a9681ff75d2f320aec03869fe62.jpg,Tomato,2,train
data/main/train/images/id_7qtl49_jpg.rf.c9ef9af14608e13a6720b9940c3d81c1.jpg,Corn,0,train
data/main/train/images/id_7rsxuf_jpg.rf.95435212cf3ec6cd684e787cb9355b2d.jpg,Corn,0,train
data/main/train/images/id_7rwe4g_jpg.rf.d6c22798f92a704ef5f585d95cc90aa8.jpg,Corn,0,train
data/main/train/images/id_7sn66j_jpg.rf.4fe66b0cbdba36646eff1eca3c36647b.jpg,Pepper,1,train
data/main/train/images/id_7uoelm_jpg.rf.00c5d41d81175e30878a9b8057506287.jpg,Corn,0,train
data/main/train/images/id_7v7zv2_jpg.rf.274de2cdc45477fa923ce8b6961491c7.jpg,Pepper,1,train
data/main/train/images/id_7wb8ch_jpg.rf.7da8daf0b2f1fa953c722c3a0a751f14.jpg,Corn,0,train
data/main/train/images/id_7wmkyk_jpg.rf.8e0ee0b9a0084813a757a2a0c349727d.jpg,Tomato,2,train
data/main/train/images/id_7x98iy_jpg.rf.2d510dd4ad9e968e58b2ef402915ed37.jpg,Pepper,1,train
data/main/train/images/id_7xid9z_jpg.rf.aafeef27bff2df8a112cba00ce97ba24.jpg,Pepper,1,train
data/main/train/images/id_7ycc9b_jpg.rf.f395c79adb9f80d3bf3f1489ca3667b4.jpg,Tomato,2,train
data/main/train/images/id_7yx3mc_jpg.rf.0d1d84985fd190dd98548a074dbcdd0a.jpg,Pepper,1,train
data/main/train/images/id_7zd6nr_jpg.rf.b15afaa74b496acc2b3b7edffe6e44e9.jpg,Corn,0,train
data/main/train/images/id_7ztkeo_jpg.rf.73486197d683a924885bf174d5747c9f.jpg,Pepper,1,train
data/main/train/images/id_7zyhsw_jpg.rf.0b7c6a247f868a096de53a42a5756e1f.jpg,Pepper,1,train
data/main/train/images/id_82tsb1_jpg.rf.ef927e06fae45c659dc6ea7e07b51ef3.jpg,Corn,0,train
data/main/train/images/id_842sys_jpg.rf.dbfad0206fa2cadcb49280668dd1f5c3.jpg,Corn,0,train
data/main/train/images/id_848a1w_jpg.rf.8abab84f072b409d5e3c91cc9ad0c197.jpg,Tomato,2,train
data/main/train/images/id_849gde_jpg.rf.aaf30a89f8045ece3bcf019b8989f6cc.jpg,Corn,0,train
data/main/train/images/id_84aa7l_jpg.rf.2d574dcfe36720fe9c54474475803e55.jpg,Pepper,1,train
data/main/train/images/id_84mbmu_jpg.rf.75c633450d2604b2d8a356cb33565d46.jpg,Pepper,1,train
data/main/train/images/id_84vl9c_jpg.rf.d24ceeae1574839e45c39bb084ac6ffc.jpg,Corn,0,train
data/main/train/images/id_851ftq_jpg.rf.b8f791001db8a9076f578ef9f1d52aca.jpg,Corn,0,train
data/main/train/images/id_88c99i_jpg.rf.230dbacfc7e79417cdbec3ebab3cacf4.jpg,Pepper,1,train
data/main/train/images/id_88pffv_jpg.rf.fea48c830ab1e167e6992ba8fe04c4b1.jpg,Corn,0,train
data/main/train/images/id_89k2xp_jpg.rf.4c41b982e388b4348be1da72b756abb2.jpg,Pepper,1,train
data/main/train/images/id_89ka78_jpg.rf.145f10e7d1b222b07f0b49140aefaf56.jpg,Pepper,1,train
data/main/train/images/id_89yuz9_jpg.rf.81bfa957b11b89274f43e3fbf67a2b4c.jpg,Pepper,1,train
data/main/train/images/id_8aeuyd_jpg.rf.483e4e5c243b49d4e8956c5e7e419cdc.jpg,Tomato,2,train
data/main/train/images/id_8b1obm_jpg.rf.fc5c4e0c5a4aa3a14754615360e92487.jpg,Corn,0,train
data/main/train/images/id_8b59hr_jpg.rf.08d416542a2bc0926d00b6ff851bfef8.jpg,Pepper,1,train
data/main/train/images/id_8bgzxr_jpg.rf.77e4b0765e6eb93f3b1254490a144870.jpg,Pepper,1,train
data/main/train/images/id_8btc8d_jpg.rf.a27807fa1a9e405f5098fce8dcd18b4f.jpg,Corn,0,train
data/main/train/images/id_8c2qqo_jpg.rf.9edb8a6d79c7c482df01d57d948645a1.jpg,Pepper,1,train
data/main/train/images/id_8c6ner_jpg.rf.753b820d3ccdc915f156b754c9adcac5.jpg,Pepper,1,train
data/main/train/images/id_8cflok_jpg.rf.edd83236a6b6c6551edcd62ffd508688.jpg,Pepper,1,train
data/main/train/images/id_8cn1p3_jpg.rf.9e1751b52166446ebc33ad4e517b43ea.jpg,Pepper,1,train
data/main/train/images/id_8cpl6h_jpg.rf.ac1df55df696091a6c6c182e67d41d35.jpg,Pepper,1,train
data/main/train/images/id_8d831y_jpg.rf.9d4b927a542334a49b070567022024df.jpg,Pepper,1,train
data/main/train/images/id_8dct94_jpg.rf.50994ab4d523b50c02391561dc3afe8e.jpg,Pepper,1,train
data/main/train/images/id_8dompf_jpg.rf.52c6deab997d5ba898c7d544a4967821.jpg,Pepper,1,train
data/main/train/images/id_8douxh_jpg.rf.7256c43cbeb3f16d70c52dedf684b2e8.jpg,Tomato,2,train
data/main/train/images/id_8dss1r_jpg.rf.f1ec5966b3cc1b81126fb1b3d89919e1.jpg,Pepper,1,train
data/main/train/images/id_8eabx3_jpg.rf.2a615969cb760b9c21247620c1d48205.jpg,Corn,0,train
data/main/train/images/id_8ebk66_jpg.rf.ddf99581442ad84410a6d471013af73b.jpg,Pepper,1,train
data/main/train/images/id_8fkxai_jpg.rf.dc7e3f8047466d376ab7d9b0a3c34707.jpg,Pepper,1,train
data/main/train/images/id_8fp773_jpg.rf.e45d0dac9d1bcf9c4d5eedc84c19ee64.jpg,Corn,0,train
data/main/train/images/id_8gmhj3_jpg.rf.40a2735c5c9e45314c5d43094864eb73.jpg,Pepper,1,train
data/main/train/images/id_8h86k5_jpg.rf.5c591eee4a76a4fb8e33431105405619.jpg,Pepper,1,train
data/main/train/images/id_8hcbxi_jpg.rf.888f3e4a4aaa194304d26c4ff0856782.jpg,Tomato,2,train
data/main/train/images/id_8hvls3_jpg.rf.9c425c37d760c33d09028b2df891a058.jpg,Pepper,1,train
data/main/train/images/id_8iqems_jpg.rf.fe5ecffccadf49cdc615e8e75f6c999c.jpg,Corn,0,train
data/main/train/images/id_8j31w5_jpg.rf.267ffe12177c714505726e6261291642.jpg,Pepper,1,train
data/main/train/images/id_8j6yda_jpg.rf.d8275e75e2a4510d6308d170f022193d.jpg,Tomato,2,train
data/main/train/images/id_8kmvgp_jpg.rf.041c33b7b4b20fe884a20e608226e93c.jpg,Tomato,2,train
data/main/train/images/id_8nglc3_jpg.rf.4883addd5751d6a131eeda8bff32c45a.jpg,Corn,0,train
data/main/train/images/id_8nj3nv_jpg.rf.78a989309fc3cc9a50821c8bc6374c24.jpg,Pepper,1,train
data/main/train/images/id_8njqdx_jpg.rf.77420470337797fa6e48079db5123040.jpg,Pepper,1,train
data/main/train/images/id_8ogcu2_jpg.rf.d00a5810f1de07eca9921ae387c6db64.jpg,Corn,0,train
data/main/train/images/id_8oo9vl_jpg.rf.435dbc2133df51718f25754d7a7f4e6c.jpg,Tomato,2,train
data/main/train/images/id_8p3mew_jpg.rf.04c8c2e47b7281d0d538a7f697e411f3.jpg,Corn,0,train
data/main/train/images/id_8pddfh_jpg.rf.1d624b049feb91b818948dffac4d5c46.jpg,Pepper,1,train
data/main/train/images/id_8pt1h8_jpg.rf.3f5d0cbcc3100c223d17680ca4a5c62e.jpg,Tomato,2,train
data/main/train/images/id_8qese3_jpg.rf.e853f130af345a61581a1f2c67076e4a.jpg,Tomato,2,train
data/main/train/images/id_8qrtcx_jpg.rf.d4b3742d20c0b4da511e65acc827fe47.jpg,Corn,0,train
data/main/train/images/id_8qx5td_jpg.rf.eb1da8a957a00c38c5a32bac6ce67058.jpg,Pepper,1,train
data/main/train/images/id_8rdxir_jpg.rf.b41248839e71dcc1decb73bbd8045158.jpg,Pepper,1,train
data/main/train/images/id_8s3hoe_jpg.rf.49c600e725a9dc48eb2f2b309f161f3e.jpg,Tomato,2,train
data/main/train/images/id_8sfigs_jpg.rf.729b5dac57d8275e1bca601a032d0945.jpg,Tomato,2,train
data/main/train/images/id_8sk51c_jpg.rf.6e8006b4b3103306b32a8915f3cfc2bc.jpg,Corn,0,train
data/main/train/images/id_8t9jjy_jpg.rf.4a114a773b020cc691095ddd51aa6a83.jpg,Pepper,1,train
data/main/train/images/id_8tkdh3_jpg.rf.ced0eb69cf9b522899e33d51856bd8b6.jpg,Tomato,2,train
data/main/train/images/id_8trqmj_jpg.rf.243393de7e45115dd93762a7736b195f.jpg,Corn,0,train
data/main/train/images/id_8tuksa_jpg.rf.8cd1e254e91514dd3bd586fae220da6d.jpg,Pepper,1,train
data/main/train/images/id_8uea7t_jpg.rf.c7d044e512df02f5b475a391dcb5eada.jpg,Pepper,1,train
data/main/train/images/id_8v1re6_jpg.rf.818946e4a73fbd7fb75a476484749a39.jpg,Pepper,1,train
data/main/train/images/id_8v427h_jpg.rf.98e373543ce4d2209149f5ed4c2f8564.jpg,Pepper,1,train
data/main/train/images/id_8vaknc_jpg.rf.70375ac27c9d158c7f9df5c0c251741a.jpg,Pepper,1,train
data/main/train/images/id_8vjnzx_jpg.rf.49f12a1113d626f02f9fc3a453c894dc.jpg,Tomato,2,train
data/main/train/images/id_8vvmkd_jpg.rf.c49856da2adf16df982a3b653d12c93e.jpg,Pepper,1,train
data/main/train/images/id_8w5h8h_jpg.rf.fe7dfa4a937e44b55a7a8bf87cb189d9.jpg,Corn,0,train
data/main/train/images/id_8wfhdi_jpg.rf.3ecedd95c5fe26eefd9faf8e092f8e9e.jpg,Pepper,1,train
data/main/train/images/id_8wyse2_jpg.rf.426f77d2c065cd6de7a531050db3f640.jpg,Pepper,1,train
data/main/train/images/id_8xbvu3_jpg.rf.babcd841d461edec57c5d8f433073df2.jpg,Corn,0,train
data/main/train/images/id_8ymn4q_jpg.rf.bfb9aa51846ee517d57339c464de0ff4.jpg,Pepper,1,train
data/main/train/images/id_8ymygq_jpg.rf.5d6f24b156c0bcb1ff2c46a266472b23.jpg,Pepper,1,train
data/main/train/images/id_91i1pt_jpg.rf.aab8c1324c11ed23bb157ec6cbfab8c7.jpg,Tomato,2,train
data/main/train/images/id_91qf2z_jpg.rf.a074a592758cb7b1768490648dc3b420.jpg,Tomato,2,train
data/main/train/images/id_91uo12_jpg.rf.422c599523d2cc126747753633c0e768.jpg,Pepper,1,train
data/main/train/images/id_926bx7_jpg.rf.38d10039dcf458a3884f906ace26a7f3.jpg,Pepper,1,train
data/main/train/images/id_92nu7d_jpg.rf.c10405fc210efa55121f35f407f1885f.jpg,Pepper,1,train
data/main/train/images/id_93rq6u_jpg.rf.60ee326029ec5291c5518f1741987e64.jpg,Pepper,1,train
data/main/train/images/id_948xq6_jpg.rf.51a856a9661d16329232e66b8769ba62.jpg,Tomato,2,train
data/main/train/images/id_94di1p_jpg.rf.e9499dd22e9636cffc6441ecc84b925d.jpg,Corn,0,train
data/main/train/images/id_95j47n_jpg.rf.7e4c837c6be0b56463bd9b9fb22c7bf1.jpg,Corn,0,train
data/main/train/images/id_96izdt_jpg.rf.ad271c60a720f1da6c443d9bf9d01db9.jpg,Corn,0,train
data/main/train/images/id_96sqfc_jpg.rf.3d36d491ca323d2a2c98c1ff80cfa0a2.jpg,Pepper,1,train
data/main/train/images/id_96tt16_jpg.rf.e0bf3cca5542e823ac0896f136618279.jpg,Pepper,1,train
data/main/train/images/id_96w7lx_jpg.rf.a56f8f8dafcf6a02ead9571e3e7e4b55.jpg,Corn,0,train
data/main/train/images/id_98a2rn_jpg.rf.7d74d762ccec3c3fadbe10878e84f4cc.jpg,Tomato,2,train
data/main/train/images/id_98a5nz_jpg.rf.7afe48337d2b04b8bfda95203e8f1273.jpg,Pepper,1,train
data/main/train/images/id_996k4w_jpg.rf.b378bb64170155d71419c9b5f264e43b.jpg,Corn,0,train
data/main/train/images/id_99kuu7_jpg.rf.722e95b8c197758ad0be566db2c76d39.jpg,Corn,0,train
data/main/train/images/id_9aiwx9_jpg.rf.1447c79f58e18f34f8b1f35bba732a6b.jpg,Pepper,1,train
data/main/train/images/id_9akb2t_jpg.rf.4af46fbf8ba2792dbb7d92bd36906827.jpg,Pepper,1,train
